"SUMLEV","STATE","COUNTY","PLACE","COUSUB","CONCIT","PRIMGEO_FLAG","FUNCSTAT","NAME","STNAME","ESTIMATESBASE2020","POPESTIMATE2020","POPESTIMATE2021","POPESTIMATE2022","POPESTIMATE2023","POPESTIMATE2024"
157,49,49,1310,0,0,1,"A","American Fork city","Utah",33378,33560,34453,37368,38894,41298
157,49,49,6810,0,0,1,"A","Bluffdale city (pt.)","Utah",0,0,0,0,0,0
157,49,49,11430,0,0,1,"A","Cedar Fort town","Utah",426,425,431,422,420,420
157,49,49,11440,0,0,1,"A","Cedar Hills city","Utah",10022,10004,10025,9994,9895,9916
157,49,49,20120,0,0,1,"A","Draper city (pt.)","Utah",3287,3292,3407,3363,3470,3490
157,49,49,20810,0,0,1,"A","Eagle Mountain city","Utah",43620,44616,49645,54249,57386,60575
157,49,49,22370,0,0,1,"A","Elk Ridge city","Utah",4711,4734,4875,4927,4970,5003
157,49,49,24410,0,0,1,"A","Fairfield town","Utah",160,162,161,157,158,158
157,49,49,28810,0,0,1,"A","Genola town","Utah",1545,1552,1596,1591,1627,1653
157,49,49,30130,0,0,1,"A","Goshen town","Utah",979,977,982,961,974,984
157,49,49,35190,0,0,1,"A","Highland city","Utah",19354,19378,19630,19976,20391,21146
157,49,49,44320,0,0,1,"A","Lehi city","Utah",75918,76863,79958,84626,90992,93446
157,49,49,45090,0,0,1,"A","Lindon city","Utah",11397,11482,11707,11745,11846,12018
157,49,49,47950,0,0,1,"A","Mapleton city","Utah",11360,11464,12404,13027,13844,14812
157,49,49,57300,0,0,1,"A","Orem city","Utah",98130,98428,98212,96312,96403,96646
157,49,49,58730,0,0,1,"A","Payson city","Utah",21142,21336,22189,22623,24297,24666
157,49,49,60930,0,0,1,"A","Pleasant Grove city","Utah",37715,37731,37954,37771,37630,38127
157,49,49,62470,0,0,1,"A","Provo city","Utah",115178,115104,114975,114038,114276,115479
157,49,49,65770,0,0,1,"A","Salem city","Utah",9295,9361,9831,10421,10789,11283
157,49,49,67770,0,0,1,"A","Santaquin city (pt.)","Utah",13708,13878,15336,16891,17633,18366
157,49,49,67825,0,0,1,"A","Saratoga Springs city","Utah",37702,38300,44102,49419,52937,57411
157,49,49,71290,0,0,1,"A","Spanish Fork city","Utah",42621,42759,43858,44287,45965,47809
157,49,49,72280,0,0,1,"A","Springville city","Utah",35272,35346,36164,35976,35803,36027
157,49,49,80420,0,0,1,"A","Vineyard town","Utah",12542,12909,14013,14577,14627,16077
157,49,49,85050,0,0,1,"A","Woodland Hills city","Utah",1526,1533,1561,1566,1583,1613
157,49,49,99990,0,0,1,"S","Balance of Utah County","Utah",8147,8143,8205,8129,8156,8263
50,49,51,0,0,0,0,"A","Wasatch County","Utah",34787,35063,36257,36731,37303,37858
157,49,51,12420,0,0,1,"A","Charleston town","Utah",435,437,438,424,412,409
157,49,51,18140,0,0,1,"A","Daniel town","Utah",916,918,934,892,862,841
157,49,51,34200,0,0,1,"A","Heber city","Utah",16915,17030,17415,17970,18649,19042
157,49,51,35120,0,0,1,"A","Hideout town (pt.)","Utah",926,966,1151,1315,1406,1489
157,49,51,37690,0,0,1,"A","Independence town","Utah",124,124,124,116,111,108
157,49,51,37924,0,0,1,"A","Interlaken town","Utah",179,179,179,168,160,156
157,49,51,49820,0,0,1,"A","Midway city","Utah",6002,6053,6343,6242,6107,6064
157,49,51,58070,0,0,1,"A","Park City city (pt.)","Utah",16,16,16,15,15,14
157,49,51,80970,0,0,1,"A","Wallsburg town","Utah",290,293,302,300,299,305
157,49,51,99990,0,0,1,"S","Balance of Wasatch County","Utah",8984,9047,9355,9289,9282,9430
50,49,53,0,0,0,0,"A","Washington County","Utah",180289,182029,191552,197898,202735,207943
157,49,53,1905,0,0,1,"A","Apple Valley town","Utah",855,862,890,901,917,931
157,49,53,23420,0,0,1,"A","Enterprise city","Utah",2033,2056,2152,2264,2293,2400
157,49,53,35300,0,0,1,"A","Hildale city","Utah",1145,1151,1180,1200,1243,1261
157,49,53,37170,0,0,1,"A","Hurricane city","Utah",20036,20212,21821,23092,24001,24753
157,49,53,38710,0,0,1,"A","Ivins city","Utah",8977,9079,9573,10017,10180,11108
157,49,53,43440,0,0,1,"A","La Verkin city","Utah",4344,4347,4469,4535,4512,4529
157,49,53,44100,0,0,1,"A","Leeds town","Utah",863,864,876,872,865,860
157,49,53,54440,0,0,1,"A","New Harmony town","Utah",239,238,245,244,247,248
157,49,53,64560,0,0,1,"A","Rockville town","Utah",225,226,231,227,223,223
157,49,53,65330,0,0,1,"A","St. George city","Utah",95353,96050,100241,102673,104732,106288
157,49,53,67660,0,0,1,"A","Santa Clara city","Utah",7552,7596,7921,8137,8509,8631
157,49,53,71840,0,0,1,"A","Springdale town","Utah",514,521,555,575,590,595
157,49,53,76900,0,0,1,"A","Toquerville city","Utah",1868,1885,1934,1962,1971,1995
157,49,53,80530,0,0,1,"A","Virgin town","Utah",664,667,687,695,700,708
157,49,53,81960,0,0,1,"A","Washington city","Utah",27996,28638,30983,32713,33902,35501
157,49,53,99990,0,0,1,"S","Balance of Washington County","Utah",7625,7637,7794,7791,7850,7912
50,49,55,0,0,0,0,"A","Wayne County","Utah",2487,2506,2563,2632,2613,2608
157,49,55,5490,0,0,1,"A","Bicknell town","Utah",327,329,333,336,329,328
157,49,55,33100,0,0,1,"A","Hanksville town","Utah",158,159,163,170,170,170
157,49,55,45530,0,0,1,"A","Loa town","Utah",520,522,526,530,519,511
157,49,55,46410,0,0,1,"A","Lyman town","Utah",201,204,209,217,216,217
157,49,55,77010,0,0,1,"A","Torrey town","Utah",240,242,250,259,259,260
157,49,55,99990,0,0,1,"S","Balance of Wayne County","Utah",1041,1050,1082,1120,1120,1122
50,49,57,0,0,0,0,"A","Weber County","Utah",262218,263001,266613,269823,272686,276118
157,49,57,24850,0,0,1,"A","Farr West city","Utah",7661,7731,7925,7994,8001,8121
157,49,57,33540,0,0,1,"A","Harrisville city","Utah",7041,7041,6994,6892,6828,6947
157,49,57,36400,0,0,1,"A","Hooper city","Utah",9092,9112,9341,9309,9397,9548
157,49,57,37060,0,0,1,"A","Huntsville town","Utah",575,574,585,594,597,603
157,49,57,48300,0,0,1,"A","Marriott-Slaterville city","Utah",2147,2149,2202,2225,2229,2238
157,49,57,55100,0,0,1,"A","North Ogden city","Utah",20926,21048,21501,21883,22301,22908
157,49,57,55980,0,0,1,"A","Ogden city","Utah",87342,87299,86659,86934,87525,88656
157,49,57,60710,0,0,1,"A","Plain City city","Utah",7876,7930,8164,8366,8589,8880
157,49,57,61150,0,0,1,"A","Pleasant View city","Utah",11084,11083,11151,11266,11292,11337
157,49,57,64010,0,0,1,"A","Riverdale city","Utah",9333,9377,9386,9300,9190,9184
157,49,57,65110,0,0,1,"A","Roy city","Utah",39305,39325,39308,38847,38715,38719
157,49,57,70960,0,0,1,"A","South Ogden city","Utah",17488,17491,17550,17729,17725,17749
157,49,57,77890,0,0,1,"A","Uintah town","Utah",1450,1451,1442,1422,1405,1403
157,49,57,82070,0,0,1,"A","Washington Terrace city","Utah",9270,9263,9294,9175,9100,9091
157,49,57,82930,0,0,1,"A","West Haven city","Utah",16720,17159,19775,22321,24018,24617
157,49,57,99990,0,0,1,"S","Balance of Weber County","Utah",14908,14968,15336,15566,15774,16117
